state,district,year,iso_week,dm_kg,dm_tonnes
Haryana,Hisar,2014,46,1707137.0460507264,1707.1370460507264
Haryana,Hisar,2014,47,207964.87629872025,207.96487629872024
Haryana,Hisar,2014,48,20989.039119945293,20.989039119945293
Haryana,Hisar,2015,40,167216.39368784893,167.21639368784892
Haryana,Hisar,2015,41,953984.3430878145,953.9843430878145
Haryana,Hisar,2015,42,1247843.6261341716,1247.8436261341717
Haryana,Hisar,2015,43,3124984.0140184914,3124.9840140184915
Haryana,Hisar,2015,44,4040447.06790791,4040.44706790791
Haryana,Hisar,2015,45,4721648.197617653,4721.648197617653
Haryana,Hisar,2015,46,1954786.057556463,1954.786057556463
Haryana,Hisar,2015,47,677214.4972488912,677.2144972488911
Haryana,Hisar,2015,48,274987.2487855555,274.9872487855555
Haryana,Hisar,2015,49,10367.045960866963,10.367045960866962
Haryana,Hisar,2016,39,48117.36919836195,48.11736919836195
Haryana,Hisar,2016,40,235489.9961515198,235.4899961515198
Haryana,Hisar,2016,41,938924.9157772536,938.9249157772535
Haryana,Hisar,2016,42,2364613.907256115,2364.6139072561155
Haryana,Hisar,2016,43,9740804.237878675,9740.804237878674
Haryana,Hisar,2016,44,13768460.027114157,13768.460027114157
Haryana,Hisar,2016,45,7260729.091964609,7260.729091964609
Haryana,Hisar,2016,46,2727153.8404187406,2727.153840418741
Haryana,Hisar,2016,47,653958.3044653742,653.9583044653742
Haryana,Hisar,2016,48,23762.65296958413,23.76265296958413
Haryana,Hisar,2017,39,16708.25653198814,16.70825653198814
Haryana,Hisar,2017,40,318342.15069859667,318.3421506985967
Haryana,Hisar,2017,41,511450.1057046787,511.45010570467866
Haryana,Hisar,2017,42,1626829.2976441323,1626.8292976441323
Haryana,Hisar,2017,43,3795928.827854021,3795.928827854021
Haryana,Hisar,2017,44,6566912.359022429,6566.912359022429
Haryana,Hisar,2017,45,4961269.132127451,4961.269132127451
Haryana,Hisar,2017,46,1645667.8454920896,1645.6678454920896
Haryana,Hisar,2017,47,521687.37388732657,521.6873738873265
Haryana,Hisar,2017,48,112691.64169931566,112.69164169931565
Haryana,Hisar,2018,40,110156.557050908,110.15655705090799
Haryana,Hisar,2018,41,327923.72544256266,327.92372544256267
Haryana,Hisar,2018,42,1216130.5951015179,1216.1305951015179
Haryana,Hisar,2018,43,2575142.873470611,2575.142873470611
Haryana,Hisar,2018,44,3600176.621232634,3600.176621232634
Haryana,Hisar,2018,45,4211570.914277961,4211.570914277961
Haryana,Hisar,2018,46,4405614.649907101,4405.614649907101
Haryana,Hisar,2018,47,3477869.4615686033,3477.869461568603
Haryana,Hisar,2018,48,353094.5620494122,353.0945620494122
Haryana,Jhajjar,2012,40,6.602814934459925,0.006602814934459925
Haryana,Jhajjar,2012,41,11.383307636543138,0.011383307636543138
Haryana,Jhajjar,2012,42,15.317653608437293,0.015317653608437294
Haryana,Jhajjar,2012,43,15.681307496737896,0.015681307496737896
Haryana,Jhajjar,2012,44,24.863181354706224,0.024863181354706224
Haryana,Jhajjar,2012,45,30.869532491795184,0.030869532491795183
Haryana,Jhajjar,2012,46,24093.11929845695,24.09311929845695
Haryana,Jhajjar,2012,47,5592.952454339657,5.592952454339658
Haryana,Jhajjar,2012,48,10842.263777695965,10.842263777695965
Haryana,Jhajjar,2013,40,17667.578425291893,17.667578425291893
Haryana,Jhajjar,2013,41,20324.799542760516,20.324799542760516
Haryana,Jhajjar,2013,42,10542.618144957607,10.542618144957608
Haryana,Jhajjar,2013,43,10256.933630134405,10.256933630134405
Haryana,Jhajjar,2013,44,21279.130886616713,21.279130886616713
Haryana,Jhajjar,2013,45,36054.45207123065,36.05445207123065
Haryana,Jhajjar,2013,46,185308.29215138522,185.30829215138522
Haryana,Jhajjar,2013,47,334269.6678703711,334.26966787037105
Haryana,Jhajjar,2013,48,180272.93437879853,180.27293437879854
Haryana,Jhajjar,2014,40,5.841268108916964e-05,5.8412681089169636e-08
Haryana,Jhajjar,2014,41,0.022026554500619452,2.202655450061945e-05
Haryana,Jhajjar,2014,42,0.9740336727441178,0.0009740336727441178
Haryana,Jhajjar,2014,43,93.50562097952711,0.09350562097952711
Haryana,Jhajjar,2014,44,2346.012894066796,2.346012894066796
Haryana,Jhajjar,2014,45,35032.427238342345,35.03242723834234
Haryana,Jhajjar,2014,46,245104.67735118917,245.10467735118917
Haryana,Jhajjar,2014,47,535049.8856931208,535.0498856931208
Haryana,Jhajjar,2014,48,1865424.4219012195,1865.4244219012196
Haryana,Jhajjar,2015,40,0.08571241458530669,8.571241458530669e-05
Haryana,Jhajjar,2015,41,0.8498299178957259,0.000849829917895726
